question,answer,correct_answer
"Câu 1: Năm 1970, Mĩ sử dụng Sài Gòn tiến công xân lược Campuchia nhằm thực hiện âm mưu nào sau đây?","A. Thiết lập trở lại Liên bang Đông Dương.
B. Mở rộng chiến tranh ra toàn khu vực Đông Nam Á.
C. Dùng người Đông Dương đánh người Đông Dương.
D. Gạt ảnh hưởng của Pháp ở Đông Dương.",C
"Câu 2: Trong phong trào dân tộc dân chủ 1919-1925, giai cấp nào tổ chức cuộc vận động người Việt Nam chỉ mua hàng của người Việt Nam?",A. Công nhân. B. Nông dân. C. Địa chủ. D. Tư sản.,D
"Câu 3: Năm 1949, sản lượng nông nghiệp của nước nào bằng hai lần tổng sản lượng nông nghiệp của nước Anh, Pháp, Cộng hòa Liên bang Đức, Italia, Nhật Bản?",A. Hà Lan. B. Tây Ban Nha. C. Trung Quốc. D. Mĩ.,D
"Câu 4: Ngày 6-3-1946, đại diện Chính phủ Việt Nam Dân chủ Cộng hòa kí hiệp định Sơ bộ với đại diện chính phủ nước nào sau đây?",A. Mĩ. B. Pháp. C. Nhật Bản. D. Anh.,B
Câu 5: Chiến thắng Ấp Bắc (1-1963) chứng tỏ quân dân miền Nam Việt Nam hoàn toàn có khả năng đánh bại chiến lược chiến tranh nào sau đây của Mĩ?,"A. Chiến tranh cục bộ. B. Chiến tranh đặc biệt.
C. Việt Nam hóa chiến tranh. D. Đông Dương hóa chiến tranh.",B
"Câu 6: Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam sử dụng hình thức đấu tranh nào sau đây?","A. Kết hợp đấu tranh chính trị với đấu tranh vũ trang.
B. Kết hợp đấu tranh quân sự với chính trị, binh vận.
C. Đi từ khởi nghĩa từng phần đến tổng khởi nghĩa.
D. Công khai và bí mật, hợp pháp và bất hợp pháp.",D
Câu 7: Trong Chính sách kinh tế mới ở nước Nga Xô viết (1921). Nhà nước,"A. không thu thuế lương thực. B. chỉ nắm ngành giao thông.
C. chỉ nắm ngành ngân hàng. D. tập trung khôi phục công nghiệp nặng.",D
Câu 8: Một trong những thành tựu Việt Nam đạt được trong 5 năm đầu (1986-1990) của công cuộc đổi mới là,"A. hoàn thành hiện đại hóa đất nước. B. hoàn thành công nghiệp hóa đất nước.
C. xuất khẩu gạo đứng đầu thế giới. D. hàng tiêu dùng dồi dào hơn trước.",D
"Câu 9: Ở Việt Nam, cuối năm 1928, các thành viên của tổ chức nào sau đây thực hiện chủ trương “vô sản hóa”","A. Việt Nam Quốc dân Đảng. B. Việt Nam nghĩa đoàn.
C. Hội Việt Nam Cách mạng Thanh niên. D. Đảng Lập hiến.",C
"Câu 10: Sau khi Nhật đảo chính Pháp (9-3-1945), Đảng Cộng sản Đông Dương đề ra khẩu hiệu nào sau đây?","A. “Đánh đổ phong kiến”. B. “Đánh đuổi phản động thuộc địa”.
C. “Đánh đuổi thực dân Pháp”. D. “Đánh đuổi phát xít Nhật”.",D
