question,answer,correct_answer
"Câu 1: Trong cuộc khai thác thuộc địa lần thứ nhất (1897 - 1914), tư bản Pháp ở Việt Nam tập trung vào lĩnh vực nào?",A. Công nghiệp hóa chất. B. Chế tạo máy. C. Luyện kim. D. Khai thác mỏ.,D
Câu 2: I. Gagarin (Liên Xô) là người đầu tiên trên thế giới thực hiện thành công,"A. hành trình khám phá sao Hỏa. B. kế hoạch thám hiểm sao Mộc.
C. hành trình chinh phục Mặt Trăng. D. chuyến bay vòng quanh Trái Đất.",D
Câu 3: Một trong những mặt tiêu cực của toàn cầu hóa là,"A. tạo ra nguy cơ đánh mất bản sắc dân tộc. B. kìm hãm sự phát triển của lực lượng sản xuất.
C. hạn chế sự chuyển biến về cơ cấu kinh tế. D. hạn chế sự tăng trưởng kinh tế.",A
"Câu 4: Đầu những năm 70 của thế kỷ XX, Tây Âu trở thành","A. trung tâm kinh tế - tài chính duy nhất của thế giới.
B. trung tâm kinh tế - tài chính lớn nhất thế giới.
C. liên minh kinh tế - tài chính - quân sự lớn nhất thế giới.
D. một trong ba trung tâm kinh tế - tài chính lớn của thế giới.",D
Câu 5: Hội nghị hợp nhất các tổ chức cộng sản của Việt Nam đầu năm 1930 quyết định thành lập một đảng duy nhất lấy tên là,"A. Đảng Cộng sản Việt Nam. B. Đảng Lao động Việt Nam.
C. Đảng Dân chủ Việt Nam. D. Đảng Cộng sản Đông Dương.",A
Câu 6: Kẻ thù chính của nhân dân Việt Nam sau khi Nhật đảo chính Pháp (9 - 3 - 1945) là,"A. phát xít Nhật. B. đế quốc Pháp.
C. đế quốc Pháp và tay sai. D. đế quốc Pháp - Nhật.",A
Câu 7: Một trong những mục tiêu của đường lối đổi mới ở Việt Nam được đề ra từ tháng 12 - 1986 là,"A. bước đầu khắc phục hậu quả chiến tranh. B. hoàn thiện cơ chế quản lý đất nước.
C. đưa đất nước ra khỏi tình trạng khủng hoảng. D. hoàn thành công cuộc cải cách ruộng đất.",C
"Câu 8: Theo thỏa thuận tại Hội nghị Pốtxđam (1945), quân đội Trung Hoa Dân quốc vào Việt Nam giải giáp quân đội Nhật từ","A. vĩ tuyến 17 trở vào Nam. B. vĩ tuyến 16 trở ra Bắc.
C. vĩ tuyến 16 trở vào Nam. D. vĩ tuyến 17 trở ra Bắc.",B
"Câu 9: Sau chiến thắng Đường số 14 - Phước Long của quân dân miền Nam Việt Nam (tháng 1 - 1975), chính quyền Sài Gòn đã","A. đưa quân đến hòng chiếm lại nhưng thất bại.
B. phản ứng yếu ớt, chủ yếu dùng áp lực đe dọa từ xa.
C. nhanh chóng rút quân để bảo toàn lực lượng.
D. phối hợp với quân đội Mỹ phản công tái chiếm.",A
Câu 10: Đại hội đại biểu lần thứ II của Đảng (tháng 2 - 1951) quyết định đưa Đảng ra hoạt động công khai ở Việt Nam với tên gọi,"A. Đảng Dân chủ Việt Nam. B. Đảng Lao động Việt Nam.
C. Đảng Dân chủ Đông Dương. D. Đảng Cộng sản Việt Nam.",B
"Câu 11: Vào giữa thế kỷ XIX, trước nguy cơ xâm lược của các nước tư bản phương Tây, triều đình nhà Nguyễn thực hiện chính sách nào?","A. Cải cách, mở cửa. B. Tự do tôn giáo. C. Bế quan tỏa cảng. D. Cải cách văn hóa.",C
Câu 12: Cuộc Cách mạng tháng Mười Nga năm 1917 đã,"A. dẫn đến tình trạng hai chính quyền song song tồn tại.
B. giúp Nga hoàn thành mục tiêu xây dựng chủ nghĩa xã hội.
C. đưa nhân dân Nga lên làm chủ vận mệnh của mình.
D. giúp Nga đẩy lùi được nguy cơ ngoại xâm và nội phản.",C
"Câu 13: Năm 1941, Nguyễn Ái Quốc chọn Cao Bằng để xây dựng căn cứ địa cách mạng, vì đây là nơi có","A. lực lượng vũ trang phát triển lớn mạnh. B. địa hình thuận lợi để phát triển lực lượng.
C. nhiều căn cứ du kích đã được xây dựng. D. các tổ chức cứu quốc đã được thành lập.",B
Câu 14: Một trong những nguyên nhân dẫn đến việc Liên Xô và Mỹ cùng tuyên bố chấm dứt Chiến tranh lạnh (tháng 12 - 1989) là,"A. nền kinh tế hai nước đều lâm vào khủng hoảng nghiêm trọng.
B. sự suy giảm thế mạnh của cả hai nước trên nhiều mặt.
C. phạm vi ảnh hưởng của Mỹ bị mất, của Liên Xô bị thu hẹp.
D. trật tự hai cực Ianta bị xói mòn và sụp đổ hoàn toàn.",B
Câu 15: Thành công của cuộc Tổng tuyển cử bầu Quốc hội (1946) ở Việt Nam chứng tỏ,"A. sự ủng hộ to lớn của cộng đồng quốc tế đối với Việt Nam.
B. quyền lực nhà nước chính thức thuộc về cơ quan hành pháp.
C. nhân dân có tinh thần đoàn kết và ý thức làm chủ đất nước.
D. nhân dân bước đầu giành chính quyền, làm chủ đất nước.",C
Câu 16: Điểm khác của khởi nghĩa Yên Thế (1884 - 1913) so với các cuộc khởi nghĩa trong phong trào Cần vương (1885 - 1896) là về,"A. phương pháp đấu tranh. B. lực lượng chủ yếu.
C. xuất thân của người lãnh đạo. D. kết quả đấu tranh.",C
Câu 17: Chiến tranh thế giới thứ hai (1939 - 1945) kết thúc đã,"A. tạo nên sự cân bằng về thế và lực giữa các nước tư bản.
B. mở ra thời kỳ khủng hoảng kéo dài của chủ nghĩa tư bản.
C. tạo ra những thay đổi căn bản trong tình hình thế giới.
D. giải quyết được mâu thuẫn giữa đế quốc với thuộc địa.",C
"Câu 18: Từ tháng 4 - 1953 đến tháng 7 - 1954, Chính phủ nước Việt Nam Dân chủ Cộng hòa thực hiện","A. cải cách ruộng đất ở một số nơi trong vùng tự do.
B. giảm tức và xóa nợ ở những vùng gặp thiên tai.
C. giảm tô và hoãn nợ trong các vùng có chiến sự.
D. chia lại công điền và công thổ ở vùng Pháp tạm chiếm.",A
Câu 19: Chủ trương cứu nước của Phan Châu Trinh (đầu thế kỷ XX) không có nội dung nào dưới đây?,"A. Đề cao cải cách, duy tân nhằm nâng cao dân trí và dân quyền.
B. Đánh đuổi giặc Pháp, thành lập Cộng hòa Dân quốc Việt Nam.
C. Chấn hưng thực nghiệp, lập hội kinh doanh, phát triển kinh tế.
D. Dựa vào Pháp đánh đổ ngôi vua và chế độ phong kiến lạc hậu.",B
"Câu 20: Trong chiến lược Chiến tranh đặc biệt (1961 - 1965) ở miền Nam Việt Nam, Mỹ và chính quyền Sài Gòn không thực hiện biện pháp nào dưới đây?","A. Triển khai hoạt động chống phá miền Bắc. B. Tiến hành các cuộc hành quân càn quét.
C. Mở những cuộc hành quân “tìm diệt”. D. Tiến hành dồn dân lập “ấp chiến lược”.",C
Câu 21: Cách mạng tháng Tám năm 1945 và cuộc Tổng tiến công và nổi dậy Xuân 1975 ở Việt Nam có điểm chung là,"A. xóa bỏ được tình trạng đất nước bị chia cắt.
B. hoàn thành cuộc cách mạng dân chủ nhân dân.
C. hoàn thành thống nhất đất nước về mặt nhà nước.
D. được sự ủng hộ mạnh mẽ của nhân dân thế giới.",A
Câu 22: Phong trào yêu nước và cách mạng ở Việt Nam từ đầu thế kỷ XX đến năm 1914 có điểm gì mới so với phong trào yêu nước trước đó?,"A. Do giai cấp tư sản mới ra đời lãnh đạo. B. Sử dụng hình thức đấu tranh vũ trang.
C. Đoàn kết nhân dân trong một mặt trận. D. Gắn cứu nước với canh tân đất nước.",D
Câu 23: Cương lĩnh chính trị đầu tiên của Đảng Cộng sản Việt Nam có điểm gì khác so với Luận cương chính trị tháng 10 - 1930 của Đảng Cộng sản Đông Dương?,"A. Khẳng định vai trò lãnh đạo thuộc về chính đảng vô sản.
B. Xác định được công nhân và nông dân là lực lượng cách mạng.
C. Đánh giá đúng khả năng chống đế quốc của giai cấp bóc lột.
D. Xác định đúng nhiệm vụ cách mạng là đánh đổ đế quốc.",C
"Câu 24: Trong quá trình thực hiện chiến lược toàn cầu từ sau Chiến tranh thế giới thứ hai đến năm 2000, Mỹ đạt được kết quả nào dưới đây?","A. Duy trì sự tồn tại và hoạt động của tất cả các tổ chức quân sự.
B. Chi phối được nhiều nước tư bản đồng minh phụ thuộc vào Mỹ.
C. Trực tiếp xóa bỏ hoàn toàn chế độ phân biệt chủng tộc.
D. Duy trì vị trí cường quốc số một thế giới trên mọi lĩnh vực.",B
Câu 25: Biện pháp cơ bản được Mỹ thực hiện xuyên suốt trong các chiến lược chiến tranh ở miền Nam Việt Nam (1961 - 1973) là,"A. tiến hành chiến tranh tổng lực. B. ra sức chiếm đất, giành dân.
C. sử dụng quân đội đồng minh. D. sử dụng quân đội Mỹ làm nòng cốt.",B
Câu 26: Một trong những tác động của phong trào giải phóng dân tộc đối với quan hệ quốc tế sau Chiến tranh thế giới thứ hai là,"A. góp phần làm xói mòn và tan rã trật tự thế giới hai cực Ianta.
B. thúc đẩy Mỹ phải chấm dứt tình trạng Chiến tranh lạnh với Liên Xô.
C. góp phần hình thành các liên minh kinh tế - quân sự khu vực.
D. thúc đẩy các nước tư bản hòa hoãn với các nước xã hội chủ nghĩa.",A
"Câu 27: Đông Khê được chọn là nơi mở đầu chiến dịch Biên giới thu - đông năm 1950 của quân dân Việt Nam, vì đó là vị trí","A. quan trọng nhất và tập trung cao nhất binh lực của Pháp.
B. án ngữ Hành lang Đông - Tây của thực dân Pháp.
C. ít quan trọng nên quân Pháp không chú ý phòng thủ.
D. có thể đột phá, chia cắt tuyến phòng thủ của quân Pháp.",D
"Câu 28: Trước những hành động xâm lược Việt Nam của thực dân Pháp cuối thế kỷ XIX, triều đình nhà Nguyễn có động thái như thế nào?","A. Từ phản ứng quyết liệt chuyển dần sang đầu hàng.
B. Chấp nhận đầu hàng để tránh đổ máu cho nhân dân.
C. Từ phát động toàn dân kháng chiến đi đến đầu hàng.
D. Nhu nhược, đầu hàng ngay khi quân Pháp tấn công.",A
Câu 29: Yếu tố nào dưới đây tác động tới sự thành bại của Mỹ trong nỗ lực vươn lên xác lập trật tự thế giới đơn cực giai đoạn sau Chiến tranh lạnh?,"A. Sự mở rộng không gian địa lý của hệ thống xã hội chủ nghĩa.
B. Sự hình thành của các trung tâm kinh tế Tây Âu và Nhật Bản.
C. Tương quan lực lượng giữa các cường quốc trên thế giới.
D. Sự xuất hiện và ngày càng phát triển của các công ty độc quyền.",C
