question,answer,correct_answer
Câu 1: Lực lượng vũ trang được xây dựng ở Việt Nam trong giai đoạn 1939-1945 là,"A. Việt Nam quang phục hội.				B. Mặt trận Dân chủ Đông Dương.
C. Mặt trận Tổ quốc Việt Nam.			D. Trung đội Cứu quốc quân II.",D
"Câu 2: Trong khoảng thời gian từ năm 1950 đến nửa đầu những năm 70 của thế kỉ XX, quốc gia có chính sách ủng hộ phong trào cách mạng thế giới là",A. Anh.		B. Brunây.			C. Liên Xô.			D. Mĩ.,C
Câu 3: Một trong những biểu hiện của tình hình Việt Nam giai đoạn 1954-1960 là,"A. cả nước đi lên chủ nghĩa xã hội.			B. cả nước độc lập, thống nhất.
C. đất nước tạm thời bị chia cắt làm hai miền.	D. miền Nam được hoàn toàn giải phóng.",C
"Câu 4: Trong chương trình khai thác thuộc địa lần thứ hai ở Đông Dương (1919-1929), thực dân Pháp","A. chỉ phát triển công nghiệp hóa chất.		B. đầu tư nhiều vốn vào nông nghiệp.
C. tập trung vào công nghiệp luyện kim.		D. chỉ phát triển công nghiệp cơ khí.",B
"Câu 5: Trong giai đoạn 1969 – 1973, Mĩ có hành động nào sau đây ở Việt Nam?","A. Tăng cường lực lượng quân đội Sài Gòn.
B. Lôi kéo tất cả các nước châu Á tham chiến.
C. Vận động các nước Đông Âu tham chiếm.
D. Lôi kéo tất cả các nước châu Phi tham chiến.",A
Câu 6: Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,"A. Liên minh châu Âu (EU) được thành lập.		B. Inđônêxia tuyên bố độc lập.
C. Cộng đồng châu Âu (EC) ra đời.			D. Cộng đồng kinh tế châu Âu (EEC) ra đời.",B
"Câu 7: Trong những năm 1976-1986, nhân dân Việt Nam thực hiện một trong những nhiệm vụ nào sau đây?","A. Bảo vệ biên giới Tây Nam.			B. Xây dựng Hội Liên Việt.
C. Xây dựng Quỹ Độc lập.				D. Bầu Quốc hội khóa I.",A
"Câu 8: Trong chiến lược Chiến tranh đặc biệt (1961-1965) ở miền Nam Việt Nam, Mĩ đã","A. tăng thêm lực lượng cố vấn quân sự.		B. đề ra kế hoạch Đờ Lát đơ Tátxinhi.
C. thực hiện kế hoạch quân sự Bôlae.			D. thực hiện kế hoạch Rơve.",A
"Câu 9: Ở Đông Dương, thực dân Pháp đề ra kế hoạch quân sự Nava (1953) trong bối cảnh nào sau đây?","A. Thực dân Pháp bị thiệt hại nặng nề.		B. Nhật đảo chính Pháp trên toàn Đông Dương.
C. Quân phiệt Nhật Bản tiến vào Đông Dương.	D. Quân Trung Hoa dân quốc tiến vào Việt Nam.",A
"Câu 10: Theo quyết định của Hội nghị Ianta (2-1945), quân đội Liên Xô chiếm đóng khu vực nào sau đây?",A. Tây Đức.		B. Bắc Triều Tiên.		C. Tây Béclin.			D. Tây Âu.,B
"Câu 11: Trong những năm 1945-1973, quốc gia nào sau đây triển khai chiến lược toàn cầu với một trong những mục tiêu là đàn áp phong trào công nhân quốc tế?",A. Đức.		B. Nhật Bản.			C. Mĩ.				D. Italia.,C
Câu 12: Một trong những biện pháp về giáo dục nhằm xây dựng chế độ mới ở Việt Nam trong những năm 1945-1946 là,"A. thành lập cơ quan chuyên trách chống giặc dốt.	
B. mở rộng các hoạt động kinh tế đối ngoại.
C. cải cách và mở cửa kinh tế.			
D. đẩy mạnh hội nhập kinh tế khu vực.",A
Câu 13: Một trong những hoạt động của Hội Việt Nam cách mạng thanh niên (1925-1929) là,"A. xây dựng căn cứ địa ở Cao Bằng.			B. phát động tiến công và nổi dậy.
C. phát động tổng khởi nghĩa toàn quốc.		D. xuất bản Báo thanh niên.",D
Câu 14: Nội dung nào sau đây thuộc lĩnh vực giáo dục trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,"A. Mở rộng diện tích trồng lúa.			B. Phổ cập giáo dục trung học.
C. Mở lớp dạy chữ Quốc ngữ.			D. Tiến hành khai thác mỏ.",C
Câu 15: Sự kiện nào sau đây diễn ra trong thời kì Chiến tranh lạnh (1947-1989)?,"A. Chiến tranh thế giới thứ nhất két thúc.		
B. Chiến tranh thế giới thứ hai bùng nổ.
C. Hệ thống Vécxai - Oasinhtơn thiết lập.		
D. Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO) ra đời.",D
Câu 16: Nội dung nào sau đây là nguồn gốc của cuộc cách mạng khoa học - kĩ thuật diễn ra từ những năm 40 của thế kỉ XX?,"A. Trật tự đa cực thiết lập.				B. Trật tự hai cực Ianta sụp đổ.
C. Những đòi hỏi của sản xuất.			D. Mĩ thiết lập trật tự đơn cực.",C
Câu 17: Một trong những tổ chức của các nước Tây Âu được thành lập nửa sau thế kỉ XX là,"A. Cộng đồng kinh tế châu Âu (EEC).		B. Ngân hàng thế giới (WB).
C. Đại hội dân tộc Phi (ANC).			D. Hiệp hội các quốc gia Đông Nam Á (ASEAN).",A
Câu 18: Hội nghị lần thứ 21 Ban chấp hành Trung ương Đảng lao động Việt Nam (7-1973) đề ra chủ trương nào sau đây?,"A. Xóa bỏ cơ chế quản lí kinh tế tập trung.		
B. Xóa bỏ cơ chế quản lí kinh tế bao cấp.
C. Tiếp tục cuộc cách mạng dân tộc dân chủ nhân dân.
D. Phát triển kinh tế hàng hóa nhiều thành phần.",C
Câu 19: Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,"A. Đông Dương Cộng sản liên đoàn thành lập. 
B. Việt Nam Quốc dân đảng hoàn toàn tan rã.
C. khởi nghĩa Yên Bái hoàn toàn thất bại.
D. triều Nguyễn kí với Pháp bản Hiệp ước Hácmăng.",D
"Câu 20: Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",A. Ấn Độ.		B. Nhật Bản.			C. Trung Quốc.			D. Libi.,D
"Câu 21: Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã","A. phát triển dân quân du kích.			B. đấu tranh đòi các quyền dân sinh.
C. thành lập bộ đội chủ lực.				D. xây dựng bộ đội địa phương.",B
"Câu 22: Về chính trị, những năm 1951-1953, ở Việt Nam diễn ra sự kiện nào sau đây?","A. Chiến dịch giải phóng Huế - Đà Nẵng.
B. Quân giải phóng miền Nam ra đời.
C. Cuộc Tổng tiến công và nổi dậy xuân Mậu Thân.
D. Đại hội thống nhất Việt Minh - Liên Việt.",D
