question,answer,correct_answer
"Câu 1: Để làm phá sản hoàn toàn kế hoạch Nava của thực dân Pháp, năm 1954 quân dân Việt Nam tập trung lực lượng tấn công vào tập đoàn cứ điểm nào sau đây?",A. Cao Bằng. 	B. Điện Biên Phủ. 	C. Thất Khê. 	D. Đông Khê.,B
Câu 2: Hội Việt Nam Cách mạng Thanh niên (1925-1929) có hoạt động nào sau đây?,"A. Phát động khởi nghĩa Yên Bái.	B. Tổ chức ám sát trùm mộ phu Badanh,
C. Tuyên truyền lí luận cách mạng.	D. Phát động nhân dân tổng khởi nghĩa.",C
"Câu 3: Năm 1948, sản lượng công nghiệp của quốc gia nào sau đây chiếm hơn 50% sản lượng công nghiệp toàn thế giới?",A. Phần Lan. 	B. Mĩ. 	C. Đan Mạch.	D. Thái Lan.,B
"Câu 4: Để tăng cường xây dựng hậu phương kháng chiến, trong những năm 1951-1953, Nhân dân Việt Nam đã","A. tiến hành điện khí hóa nông nghiệp.	B. thực hiện vệ sinh phòng bệnh.
C. phát triển kinh tế thị trường.	D. tiến hành điện khí hóa nông thôn.",B
Câu 5: Một trong những hoạt động của Nguyễn Ái Quốc ở Pháp trong những năm 1919-1923 là,"A. triệu tập Hội nghị hợp nhất các tổ chức cộng sản.
B. soạn thảo Chính cương của Đảng Cộng sản Đông Dương.
C. soạn thảo Sách lược của Đảng Cộng sản Đông Dương
D. tham gia sáng lập Đảng Cộng sản Pháp.",D
Câu 6: Một trong những âm mưu của Mỹ trong thời kì 1954-1975 là biến miền Nam Việt Nam thành,"A. thị trường xuất khẩu duy nhất. 	B. căn cứ quân sự của Mĩ ở Đông Nam Á.
C. đồng minh duy nhất. 		D. căn cứ quân sự duy nhất.",B
"Câu 7: Trong hơn một năm kể từ ngày Cách mạng tháng Tám năm 1945 thành công, Nhân dân Việt Nam đã","A. tiến hành hiện đại hóa đất nước.	B. tiến hành công nghiệp hóa đất nước.
C. ứng dụng công nghệ cao vào sản xuất. 	D. tiến hành bầu cử Quốc hội",D
"Câu 8: Năm 1950, nhân dân Ấn Độ giành được độc lập từ thực dân nào sau đây?",A. Bỉ. 	B. Anh.	C. Bồ Đào Nha. 	D. Tây Ban Nha.,B
Câu 9: Chiến thắng Việt Bắc thu-đông năm 1947 của quân dân Việt Nam đã,"A. làm thất bại chiến tranh cục bộ.	B. làm thất bại chiến tranh tổng lực.
C. cho thấy bộ đội chủ lực ngày càng trưởng thành. 	D. làm thất bại chiến tranh đặc biệt.",C
"Câu 10: Đường lối đổi mới của Đảng Cộng sản Việt Nam (từ tháng 12-1986) có nội dung nào sau đây?","A Đổi mới kinh tế gắn liền với đổi mới chính trị. 	B. Chỉ tập trung đổi mới về chính trị 
	C. Chỉ tập trung đổi mới về văn hóa 	D. Chỉ đổi mới về tổ chức và tư tưởng ",A
Câu 11: Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,"A. Chiến tranh thế giới thứ hai kết thúc. 	B. Chiến tranh thế giới thứ hai bùng nổ,
C. Cách mạng tháng Mười Nga thành công. 	D. Liên minh châu Âu được thành lập.",C
"Câu 12: Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã","A. biểu tình đưa yêu sách về dân chủ.	B. tiến hành chiến tranh du kích cục bộ.
C. lập căn cứ địa cách mạng trong cả nước. 	D. khởi nghĩa vũ trang giành chính quyền.",A
Câu 13: Quốc gia nào sau đây mở đầu kỉ nguyên chinh phục vũ trụ của loài người?,A. Hà Lan	B. Liên Xô 	C. Thụy Sĩ.	D. Thụy Điển.,B
"Câu 14: Đến nửa sau những năm 80 của thế kỉ XX, Nhật Bản đã vươn lên thành","A. siêu cường tài chính số một thế giới. 	B. nền kinh tế lớn nhất thế giới.
C. trung tâm kinh tế duy nhất của thế giới.	D. cường quốc quân sự số một thế giới.",A
Câu 15: Trong phong trào giải phóng dân tộc 1939-1945. Nhân dân Việt Nam đã,"A. xây dựng nông thôn mới. 	B. xây dựng kinh tế tập thể.
C. xây dựng kinh tế nhà nước. 	D. tiến hành tổng khởi nghĩa.",D
"Câu 16: Trong khởi nghĩa từng phần (từ tháng 3 đến giữa tháng 8-1945), Đảng Cộng sản Đông Dương đề khẩu hiệu nào sau đây?","A. Phá kho thóc, giải quyết nạn đói.	B. Chống độc quyền xuất cảng lúa gạo
C. Chấn hưng nội hóa, bài trừ ngoại hóa	D. Chống độc quyền cảng Sài Gòn.",A
