question,answer,correct_answer
"Câu 1: Trong giai đoạn 1969 – 1973, Mĩ có hành động nào sau đây ở Việt Nam?","A. Lôi kéo tất cả các nước châu Phi tham chiến.
B. Lôi kéo tất cả các nước châu Á tham chiến.
C. Vận động các nước Đông Âu tham chiến.
D. Rút quân đồng minh của Mĩ khỏi miền Nam.",D
Câu 2: Một trong những biểu hiện của tình hình Việt Nam giai đoạn 1954 – 1960 là,"A. miền Nam chưa được giải phóng.	B. cả nước đi lên chủ nghĩa xã hội.	
C. cả nước độc lập, thống nhất.	D. miền Nam được hoàn toàn giải phóng.",A
Câu 3: Một trong những biện pháp về giáo dục nhằm xây dựng chế độ mới ở Việt Nam những năm 1945-1946 là,"A. kêu gọi nhân dân tham gia xóa mù chữ.
B. mở rộng các hoạt động kinh tế đối ngoại.
C. cải cách và mở cửa nền kinh tế.
D. đẩy mạnh hội nhập kinh tế khu vực.",A
Câu 4: Lực lượng vũ trang được xây dựng ở Việt Nam trong giai đoạn 1939-1945 là,"A. Việt Nam Quang phục hội.	B. Trung đội Cứu quốc quân III.
C. Mặt trận Dân chủ Đông Dương.	D. Mặt trận Tổ quốc Việt Nam.",B
"Câu 5: Về chính trị, trong những năm 1951-1953, ở Việt Nam diễn ra sự kiện nào sau đây?","A. Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương.
B. Chiến dịch giải phóng Huế - Đà Nẵng.
C. Quân giải phóng miền Nam ra đời.	
D. Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân.",A
Câu 6: Nội dung nào sau đây thuộc lĩnh vực văn hóa trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,"A. Mở rộng diện tích trồng lúa.	B. Vận động cải cách trang phục.
C. Phổ cập giáo dục trung học.	D. Tiến hành khai thác mỏ than.",B
Câu 7: Những nội dung nào sau đây là nguồn gốc của cách mạng khoa học - kĩ thuật diễn ra từ những năm 40 của thế kỉ XX?,"A. Trật tự đa cực được thiết lập.	B. Những đòi hỏi của cuộc sống.
C. Trật tự hai cực Ianta sụp đổ.	D. Mĩ thiết lập trật tự đơn cực.",B
Câu 8: Một trong những hoạt động của Hội Việt Nam Cách mạng Thanh niên (1925 – 1929) là ,"A. Xây dựng căn cứ địa ở Cao Bằng.	B. Phát động tiến công và nổi dậy.	
C. Phát động tổng khởi nghĩa toàn quốc.	D. Thực hiện chủ trương vô sản hóa.",D
Câu 9: Một trong những tổ chức của các nước Tây Âu được thành lập trong nửa sau thế kỉ XX là,"A. Ngân hàng Thế giới (WB).	B. Cộng đồng châu Âu (EC).
C. Đại hội dân tộc Phi (ANC).	D. Hiệp hội các quốc gia Đông Nam Á (ASEAN)",B
"Câu 10: Trong chiến lược Chiến tranh đặc biệt (1961 – 1965) ở miền Nam Việt Nam, Mĩ đã","A.  thực hiện kế hoạch quân sự Rơve.	B.  đề ra kế hoạch Đờ Lát đơ Tátxinhi.
C.  thực hiện kế hoạch quân sự Bôlae.	D.  tăng cường viện trợ cho chính quyền Sài Gòn.",D
"Câu 11: Ở Đông Dương, thực dân Pháp đề ra kế hoạch quân sự Nava (1953) trong bối cảnh nào sau đây?","A. Quân phiệt Nhật Bản tiến vào Đông Dương.	B. Nhật đảo chính Pháp trên toàn Đông Dương.
C. Quân Pháp bị sa lầy trên chiến trường.	D. Quân Trung Hoa Dân quốc tiến vào Việt Nam.",C
"Câu 12: Trong khoảng thời gian từ năm 1950 đến nửa đầu những năm 70 của thế kỉ XX, quốc gia có chính sách giúp đỡ các nước xã hội chủ nghĩa là",A. Anh. 	B. Brunây.	C. Liên Xô.	D. Mĩ.,C
"Câu 13: Trong chương trình khai thác thuộc địa lần thứ hai ở Đông Dương (1919-1929), thực dân Pháp","A. mở rộng diện tích trồng cao su.	B. chỉ phát triển công nghiệp hóa chất.
C. tập trung vào công nghiệp luyện kim.	D. chỉ phát triển công nghiệp cơ khí.",A
"Câu 14: Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",A. Ấn Độ.	B. Nhật Bản.	C. Trung Quốc.	D. Môdămbich.,D
"Câu 15: Trong những năm 1976 – 1986, nhân dân Việt Nam thực hiện một trong những nhiệm vụ nào sau đây?","A. Bảo vệ biên giới Tây Nam.	B. Xây dựng Hội Liên Việt.
C. Xây dựng Quỹ độc lập.	D. Bầu Quốc hội khóa I.",A
"Câu 16: Trong những năm 1945 – 1973, quốc gia nào sau đây triển khai chiến lược toàn cầu với một trong những mục tiêu là đàn áp phong trào giải phóng dân tộc?",A. Đức.	B. Mĩ.	C. Nhật Bản.	D. Italia.,B
Câu 17: Hội nghị lần thứ 21 Ban Chấp hành Trung ương Đảng Lao động Việt Nam (tháng 7 – 1973) đề ra chủ trương nào sau đây?,"A. Xóa bỏ cơ chế quản lý kinh tế tập trung.	B. Xóa bỏ cơ chế quản lý kinh tế bao cấp.
C. Tiếp tục con đường cách mạng bạo lực.	D. Phát triển kinh tế nhiều thành phần.",C
Câu 18: Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,"A. Đông Dương Cộng sản liên đoàn được thành lập.
B. Việt Nam Quốc dân đảng hoàn toàn tan rã.
C. Khởi nghĩa Yên Bái hoàn toàn thất bại.
D. Thực dân Pháp cơ bản hoàn thành xâm lược Việt Nam.",D
Câu 19: Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,"A. Liên minh châu Âu (EU) được thành lập.
B. Cộng đồng châu Âu (EC) ra đời.
C. Nước Cộng hòa Inđônesia ra đời.
D. Cộng đồng kinh tế châu Âu (EEC) ra đời.",C
"Câu 20: Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã","A. phát triển dân quân du kích.	B. đấu tranh đòi các quyền dân chủ.
C. thành lập bộ đội chủ lực.	D. xây dựng bộ đội địa phương.",B
Câu 21: Sự kiện nào sau đây diễn ra trong thời kỳ Chiến tranh lạnh (1947 – 1989),"A. Chiến tranh thế giới thứ nhất kết thúc.	B. Chiến tranh thế giới thứ hai bùng nổ.
C. Tổ chức Hiệp ước Vácsava được thành lập.	D. Hệ thống Vécxai - Oasinhtơn được thiết lập.",C
"Câu 22: Theo quyết định của Hội nghị Ianta (tháng 2-1945), quân đội Liên Xô chiếm đóng khu vực nào dưới đây ?","A. Đông Đức.		B. Tây Đức.	
C. Tây Béclin.		D. Tây Âu.",A
"Câu 23: Trong thời kì 1919-1930, kinh tế Việt Nam","A. phát triển vượt trội sao với kinh tế Pháp.	B. phát triển cân đối giữa các vùng miền.
C. có tốc độ phát triển nhanh nhất thế giới.	D. bị cột chặt vào nền kinh tế nước Pháp.",D
Câu 24: Thắng lợi của phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam đã,"A. đánh dấu cuộc kháng chiến chống Pháp thắng lợi hoàn toàn.
B. đánh dấu một bước phát triển của phong trào cách mạng.
C. buộc Pháp phải chuyển sang đánh lâu dài ở Đông Dương.	
D. làm thất bại cuộc tiến công của Pháp lên Việt Bắc.",B
Câu 25: Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930? ,"A. Liên hợp quốc được thành lập.
B. Hiệp ước an ninh Mĩ - Nhật được kí kết.
C. Xu thế toàn cầu hóa xuất hiện.
D. Quốc tế Cộng sản được thành lập.",D
Câu 26: Nội dung nào sau đây phản ánh không đúng về phong trào cách mạng 1930-1931 ở Việt Nam?,"A. Mở ra kỉ nguyên giải phóng dân tộc gắn liền với giải phóng xã hội.
B. Chứng minh vai trò của khối liên minh công nông trong thực tiễn.
C. Khẳng định trong thực tế quyền lãnh đạo của giai cấp công nhân.
D. Khẳng định đường lối cách mạng của Đảng Cộng sản là đúng đắn.",A
Câu 27: Nội dung nào sau đây là một trong những yếu tố dẫn đến thắng lợi của phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai?,"A. Nhận được viện trợ của tất cả các nước châu Âu.	
B. Có viện trợ của tất cả các nước Mĩ Latinh.
C. Nhận được viện trợ của các nước Đông Dương.	
D. Có phương pháp đấu tranh phù hợp.",D
Câu 28: Nội dung nào sau đây phản ánh không đúng về chiến thắng Điện Biên Phủ năm 1954 của Việt Nam?,"A. Giáng đòn quyết định vào ý chí xâm lược của thực dân Pháp.
B. Làm phá sản hoàn toàn kế hoạch Nava của thực dân Pháp.
C. Đánh thắng chiến lược Việt Nam hóa chiến tranh của Mĩ.
D. Làm xoay chuyển cục diện chiến tranh Đông Dương.",C
Câu 29: Nội dung nào sau đây là một trong những yếu tố dẫn đến sự phát triển của kinh tế Nhật Bản giai đoạn 1952-1973?,"A. Tận dụng được nguyên liệu từ các nước thuộc địa.
B. Phát huy được những nguồn lực từ bên ngoài.
C. Tài nguyên khoáng sản phong phú, trữ lượng lớn.
D. Không bị Chiến tranh thế giới thứ hai tàn phá.",B
Câu 30: Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945?,"A. Nước Cộng hòa Ấn Độ được thành lập.
B. Liên Xô phóng thành công vệ tinh nhân tạo.
C. Nước Cộng hòa Nhân dân Trung Hoa ra đời.
D. Quân phiệt Nhật Bản đầu hàng đồng minh.",D
"Câu 31: Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?","A. Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.
B. Là cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.
C. Nằm trong tiến trình cách mạng dân tộc dân chủ nhân dân.
D. Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.",C
"Câu 32: Trong phong trào yêu nước những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?","A. Vận động quần chúng tham gia mặt trận dân tộc dân chủ.
B. Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.
C. Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.
D. Góp phần xác lập khuynh hướng mới trong phong trào dân tộc.",D
Câu 33: Nội dung nào sau đây là một trong những điểm sáng tạo của Nguyễn Ái Quốc trong quá trình vận động thành lập Đảng Cộng sản Việt Nam?,"A.  Xây dựng lí luận cách mạng đáp ứng yêu cầu của lịch sử dân tộc.
B.  Tập hợp quần chúng thành lập mặt trận chung toàn Đông Dương.
C.  Thành lập mặt trận dân tộc thống nhất ngay khi thành lập Đảng.
D.  Xây dựng lí luận cách mạng nhấn mạnh cuộc đấu tranh giai cấp.",A
"Câu 34: Trong khoảng thời gian từ đầu tháng 9-1945 đến cuối tháng 12-1946, nước Việt Nam Dân chủ Cộng hòa gặp trở ngại nào sau đây?","A. Mĩ biến Việt Nam thành tâm điểm của cục diện hai cực, hai phe.
B. Chỉ có một số nước Đồng minh công khai ủng hộ Việt Nam độc lập.
C. Lực lượng Đồng minh ở Việt Nam đều mang bản chất phản cách mạng.	
D. Mĩ viện trợ cho Pháp trong cuộc chiến tranh xâm lược Đông Dương.",C
Câu 35: Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,"A. Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.
B. Phải xây dựng một mặt trận dân tộc thống nhất rộng rãi.
C. Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.
D. Chỉ phát lệnh khởi nghĩa khi có sự giúp đỡ từ bên ngoài.",B
Câu 36: Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt - Pháp (ngày 6/3/1946)?,"A. Là điển hình về sự chủ động của Chính phủ Việt Nam trong đấu tranh ngoại giao.
B. Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.
C. Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.
D. Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.",A
Câu 37: Tính chất dân chủ của các xô viết ở Nghệ An và Hà Tĩnh (1930-1931) biểu hiện qua một trong những hoạt động nào sau đây?,"A. Thành lập chính quyền cách mạng của nhân dân, do nhân dân bầu ra.
B. Xóa bỏ các giai cấp bóc lột, đưa công nông lên nắm chính quyền.
C. Xóa bỏ quyền chiếm hữu ruộng đất của giai cấp địa chủ phong kiến.
D. Thực hiện chính sách đảm bảo quyền lợi về văn hóa cho nhân dân.",D
