question,answer,correct_answer
"Câu 1: Năm 1941, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương chủ trương giúp đỡ việc lập mặt trận ở nơi nào sau đây?","A. Lào.
B. Thủy Điển.
C. Tây Ban Nha.
D. Xudăng.",
"Câu 2: Đến năm 2000, mức trọng điểm “con rồng” kinh tế của đất châu Á là:","A. Angieri.
B. Hàn Quốc.",
Câu 3: Nội dung cuộc họp Navơ và thực dân Pháp thiết kế ở Việt Nam trong những năm 1953-1954 thúc đẩy sự nghiệp nào sau đây?,"A. Văn hóa.
B. Giáo dục.
C. Y tế.
D. Quân sự.",
"Câu 4: Đầu năm 1975, quân đội miền Nam Việt Nam giành được thắng lợi trên chiến trường nào sau đây?","A. Thượng Lào.
B. Bắc Lào.
C. Trung Lào.
D. Phước Long.",
"Câu 5: Đầu thế kỷ XX, lực lượng nào sau đây cùng với Phan Châu Trinh muốn cuộc vận động cải cách ở Việt Nam?","A. Thương nhân An Độ.
B. Bình dân.
C. Sự phụ tiến bộ.
D. Tự sơn Anh.",
"Câu 6: Năm 1999, đồng euro (EURO) trở thành đồng tiền chung của nhiều nước thuộc khu vực nào sau đây?","A. Châu Phi.
B. Châu Á.
C. M.Latinh.
D. Châu Âu.",
"Câu 7: Ở Nam Phi, bản Hiến pháp tháng 11-1993 đã chính thức xóa bỏ chế độ:","A. phân biệt chủng tộc.
B. bích tộc.
C. pháp xít.",
"Câu 8: Trong những năm 20 của thế kỷ XX, chính phủ viễn thông gia các lớp đào tạo bộ Nguyên Ai Quốc ở Quảng Châu (Trung Quốc) là:","A. nông dân.
B. thanh niên, trí thức.
C. địa chủ phong kiến.
D. đại tư sản.",
Câu 9: Nôi dung nào sau đây là động lực xét để hành động của Việt Nam?,"A. Thi đua yêu nước.
B. Phát triển kinh tế.
C. Diệt phát xít Đức.
D. Chống dịch Covid-19.",
Câu 10: Nôi dung nào sau đây là đường lối mới về chính trị của Đảng Cộng sản Việt Nam đề ra từ năm 1986?,"A. Xây dựng Nhà nước pháp quyền xã hội chủ nghĩa.
B. Chi phát triển công nghiệp nhẹ.
C. Duy trì nền kinh tế kế hoạch, tập trung, bao cấp.
D. Chi phát triển kinh tế tập thể.",
Câu 11: Nôi dung nào sau đây là động tiêu cực cuả xu thế toàn cầu hóa từ đầu những năm 80 của thế kỷ XX?,"A. Sự phát triển nhanh của khoa học-công nghệ.
B. Sự bất công xã hội thêm trầm trọng.
C. Sự phát triển nhanh cuả lực lượng sản xuất.
D. Sự tăng trưởng nhanh của kinh tế.",
Câu 12: Hội nghị Ianta (tháng 2-1945) đã quyết định vấn đề nào sau đây?,"A. Thành lập Quỹ Tiền tệ quốc tế (IMF).
B. Thành lập Ngân hàng Thế giới (WB).
C. Thành lập Liên minh châu Âu (EU).
D. Tiêu diệt tận gốc chủ nghĩa phát xít Nhật Bản.",
"Câu 13: Từ sau Chiến tranh lạnh đến năm 2000, đẩy xây dựng được mạnh hơn, hết các quốc gia đều tập trung phát triển","A. kinh tế.
B. văn hóa, nghệ thuật.
C. diện ảnh.
D. thể dục, thể thao.",
"Câu 14: Theo Hiệp định Sơ bộ (ngày 6-3-1946), quân Pháp được ra miền Bắc Việt Nam làm nhiệm vụ","A. Brunây.
B. Nhất Bản.
C. Anggola.
D. Áo.",
Câu 15: Luận cương chính trị của Đảng Cộng sản Đông Dương (tháng 10-1930) xác định nhiệm vụ chiến lược cụ thể cho dân tộc Việt Nam là,"A. chống chế độ phân biệt chủng tộc.
B. chống thực dân Anh xâm lăng.
C. đánh đổ phong kiến, đế quốc.
D. giúp đỡ công nhân.",
"Câu 16: Tháng 4-1970, Hội nghị cấp cao ba nước Việt Nam – Lào – Campuchia xác định kẻ thù chung của nhân dân Hà Lan.","A. thực dân Hà Lan.
B. phát xít Đức.
C. đế quốc Mỹ.
D. phát xít Italia.",
"Câu 17: Trong những năm 1919-1930, lực lượng xã hội nào sau đây ở Việt Nam kết thúc chế độ vĩ quốc Pháp?","A. Thợ thủ công.
B. Tự sản mại bản.
C. Công nhân.",
"Câu 18: Tháng 9-1960, Đại hội đại biểu toàn quốc lần thứ III của Đảng Lao động Việt Nam diễn trong diễn nào sau đây?","A. Việt Nam gia nhập Liên hợp quốc.
B. Miền Bắc đã được giải phóng.
C. Đất nước đã được thống nhất.
D. Mi.",
"Câu 19: Trong những năm 70 của thế kỷ XX, quốc gia nào sau đây là một trong ba trung tâm kinh tế-tài chính của thế giới?","A. Campuchia.                                 B. Mác.
C. Môđămbích.                               D. Ai Cập.",
Câu 20: Quốc gia nào sau đây mặc dù vẫn duy trì quyền chínhphục vụ của loài người?,A. Libi.                                      B. Liên Xô.,
"Câu 21: Về quân sự, nhân dân miền Nam Việt Nam giành thắng lợi trong cuộc chiến đấu chống chiến lược Chiến tranh đặc biệt (1961-1965) của Mỹ?","A. Chiến thắng Điện Biên Phủ.                     B. Kì Hiệp định Giơ-ne-vơ.
C. Kỉ Hiệp định Pari.                             D. Kì Tạm ước Việt-Pháp.",
Câu 22: Một trong những phong trào đấu tranh chống Pháp của nhân dân Việt Nam cuối thế kỷ XIX là?,"A. Cần vương.                                  B. cải cách trang phục.
C. học chữ Quốc ngữ.                          D. cải cách lối sống.",
"Câu 23: Trong giai đoạn 1939-1945, sự kiện nào sau đây có ảnh hưởng đến cách mạng Việt Nam?","A. Diễn đàn hợp tác A-Á Âu (ASEM) được thành lập.
B. Hiệp ước Thương mại tự do Bắc Mỹ (NAFTA) ra đời.
C. Hiệp hội các nhà gia chiến tranh chống phát xít.
D. Hiệp hội các nước Đông Nam Á (ASEAN) ra đời.",
