question,answer,correct_answer
"Câu 1: Tại Hà Nội năm 1976, Quốc hội khóa VI nước Việt Nam thống nhất họp kì đầu tiên đã quyết định","A. Quốc kì là cờ đỏ sao vàng	B. tiến hành đổi mới đất nước.
C. thành lập Mặt trận Việt Minh.	D. cải cách ruộng đất trong cả nước.",A
Câu 2: Đường lối đổi mới của Đảng Cộng sản Việt Nam (từ tháng 12-1986) có nội dung nào sau đây?,"A. Chỉ tập trung đổi mới về chính trị.	B. Kiên định mục tiêu chủ nghĩa xã hội.
C. Chỉ tập trung đổi mới về văn hóa.	D. Chỉ đổi mới về tổ chức và tư tưởng",B
Câu 3: Chiến thắng Điện Biên Phủ năm 1954 của quân dân Việt Nam đã làm phá sản hoàn toàn kế hoạch nào sau đây của thực dân Pháp?,A. Rơve. 	B. Bôlae.	C. Đờ Lát đơ Tátxinhi. 	D. Nava.,D
Câu 4: Trong hơn một năm kể từ ngày Cách mạng tháng Tám năm 1945 thành công. Nhân dân Việt Nam đã,"A. xây dựng chính quyền cách mạng.	B. ứng dụng công nghệ cao vào sản xuất.
C. tiến hành hiện đại hóa đất nước.	D. tiến hành công nghiệp hóa đất nước.",A
"Câu 5: Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã","A. xây dựng nông thôn mới.	B. xây dựng kinh tế nhà nước.
C. tham gia các hội Cứu quốc.	D. xây dựng kinh tế tập thể.",C
"Câu 6: Trong những năm 1945-1950, nhân dân Ấn Độ đấu tranh chống thực dân nào sau đây?",A. Bồ Đào Nha.	 B. Anh.	C. Tây Ban Nha. 	D. Bỉ.,B
Câu 7: Luận cương chính trị (tháng 10-1930) của Đảng Cộng sản Đông Dương xác định,"A. mục tiêu đấu tranh chỉ là các quyền dân sinh. 	B. lãnh đạo cách mạng là giai cấp nông dân.
C. mục tiêu đấu tranh chỉ là các quyền dân chủ	D. lãnh đạo cách mạng là giai cấp công nhân.",D
"Câu 8: Trong những năm 60 của thế kỉ XX, cuộc cách mạng khoa học-kĩ thuật hiện đại được khởi đầu từ quốc gia nào sau đây?",A. Thái Lan. 	B. Mĩ.	C. Phần Lan.	D. Thụy Điển.,B
"Câu 9: Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã","A. mít tinh kỷ niệm ngày Quốc tế Lao động. 	B. lập căn cứ địa cách mạng trong cả nước.
C. tiến hành chiến tranh du kích cục bộ. 	D. khởi nghĩa vũ trang giành chính quyền.",A
Câu 10: Hội Việt Nam Cách mạng Thanh niên (1925-1929) có hoạt động nào sau đây?,"A. Tổ chức ám sát trùm mộ phu Badanh. 	B. Phát động khởi nghĩa Yên Bái.
C. Phát động phong trào ""vô sản hóa"". 	D. Phát động nhân dân tổng khởi nghĩa.",C
Câu 11: Chiến thắng Việt Bắc thu-đông năm 1947 của quân dân Việt Nam đã,"A. làm thất bại chiến tranh cục bộ.	B. làm thất bại chiến tranh tổng lực.
C. làm thất bại chiến tranh đặc biệt.	D. bảo vệ an toàn cơ quan đầu não kháng chiến.",D
Câu 12: Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,"A. Chiến tranh thế giới thứ hai bùng nổ. 	B. Chiến tranh thế giới thứ hai kết thúc.
C. Liên minh châu Âu được thành lập.	D. Cách mạng vô sản ở Nga thành công.",D
"Câu 13: Tháng 8-1929, An Nam Cộng sản đảng ra đời từ sự phân hóa của tổ chức cách mạng nào sau đây?","A. Đảng Dân chủ Việt Nam. 	B. Việt Nam Quốc dân đáng.
C. Hội Việt Nam Cách mạng Thanh niên. 	D. Hội Liên hiệp thuộc địa.",C
Câu 14: Một trong những âm mưu của Mĩ khi tiến hành chiến tranh xâm lược Việt Nam trong thời kì 1954-1975 là,"A. biến miền Nam thành thị trường xuất khẩu duy nhất.
B. biến miền Nam thành căn cứ quân sự duy nhất.
C. chia cắt lâu dài đất nước Việt Nam.
D. biến miền Nam thành đồng minh duy nhất.",C
"Câu 15: Trong khởi nghĩa từng phần (từ tháng 3 đến giữa tháng 8-1945), Nhân dân Việt Nam đấu tranh chống kẻ thù nào sau đây?","A. Phát xít Nhật.		B. Thực dân Anh.
C. Đế quốc Mĩ.		D. Trung Hoa Dân quốc.",A
"Câu 16: Đề tăng cường xây dựng hậu phương kháng chiến, trong những năm 1951-1953, Nhân dân Việt Nam tiếp tục thực hiện nhiệm vụ","A. điện khí hóa nông thôn		B. điện khí hóa nông nghiệp.
C. phát triển kinh tế thị trường. 	D. cải cách giáo dục.",D
"Câu 17: Năm 1949, quốc gia nào sau đây chế tạo thành công bom nguyên tử",A. Thụy Điển	B. Liên Xô.	C. Thụy Sĩ	D. Đan Mạch.,B
Câu 18: Nước Cộng hòa Cuba ra đời (Dây 1-1-1959) là kết quả đấu tranh của nhân dân Cuba chống,"A. thực dân Pháp.		B. thực dân Anh.
C. thực dân Hà Lan.		D. chế độ độc tài thân Mỹ.",D
Câu 19: Một trong những hoạt động của Nguyễn Ái Quốc ở Pháp trong những năm 1919-1923 là,"A. soạn thảo Sách lược của Đảng Cộng sản Đông Dương
B. triệu tập Hội nghị hợp nhất các tổ chức cộng sản.
C. soạn thảo Chính cương của Đảng Cộng sản Đông Dương
D. Yêu sách của nhân dân An Nam đến Hội nghị Vécxai.",D
"Câu 20: Từ năm 1952 đến năm 1960, kinh tế Nhật Bản có biểu hiện nào sau đây?","A. Suy thoái trầm trọng.		B. Khủng hoảng nặng nề
C. Trì trệ kéo dài.		D. Phát triển nhanh.",D
Câu 21: Nội dung nào sau đây là một trong những yếu tố thúc đẩy kinh tế Mĩ phát triển mạnh mẽ trong giai đoạn 1945-1973?,"A. Không phải chi ngân sách cho quốc phòng. 	B. Có nguồn nhân lực dồi dào, chất lượng cao.
C. Không phải viện trợ cho đồng minh. 	D. Không chạy đua vũ trang với Liên Xô.",B
Câu 22: Hiệp hội các quốc gia Đông Nam Á (ASEAN) được thành lập năm 1967 trong bối cảnh,"A. trật tự hai cực Innta đã sụp đổ hoàn toàn.
B. Việt Nam đã kết thúc cuộc kháng chiến chống Mĩ.
C. Khối thị trường chung châu Âu đang có nhiều khởi sắc.
D. Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.",C
Câu 23: Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,"A. ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.
B. “xuống thang"" chiến tranh trên cả hai miền Nam-Bắc Việt Nam.
C. ""xuống thang"" chiến tranh và kí kết Hiệp định Pari về Việt Nam.
D. tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.",B
Câu 24: Nội dung nào sau đây không phản ánh đúng tình hình Việt Nam trong thời ki 1954-1975?,"A. Miền Nam chưa được giải phóng.	B. Miền Bắc chưa được giải phóng
C. Miền Bắc đã được giải phóng	D. Đất nước tạm thời bị chia cắt làm hai miền.",B
Câu 25: Chiến thắng Phước Long (tháng 1-1975) của quân dân Việt Nam cho thấy,"A. quân đội Sài Gòn đã tan rã hoan toàn. 	B. sự suy yếu của quân đội Sài Gòn.
C. khả năng can thiệp trở lại của Mi rất cao. 	D. nhiệm vụ ""đánh cho Mĩ cút” đã hoàn thành.",B
"Câu 26: Theo quyết định của Hội nghị lanta (tháng 2-1945), Liên Xô không được phân chia phạm vi anh hưởng ở địa bàn nào sau đây?",A. Đông Âu.	B. Đông Béclin. 	C. Tây Đức.	D. Đông Đức.,C
"Câu 27: Ngày 6-3-1946, Hiệp định Sơ bộ được kí kết giữa đại diện Chính phủ Việt Nam Dân chủ Cộng hòa với đại diện Chính phủ Pháp khi","A. Trung Hoa Dân quốc không đồng ý cho Pháp đưa quân ra miền Bắc Việt Nam.
B. Chính phủ Pháp có thiện chí giữ gìn nền hòa bình ở Đông Dương.
C. Trung Hoa Dân quốc đã thỏa thuận cho Pháp đưa quân ra miền Bắc Việt Nam.
D. quân dân Việt Nam vẫn đang phát triển thế chủ động tiến công",C
Câu 28: Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tình hình quốc tế đang có chuyển biến nào sau đây?,"A. Xu hướng hòa hoãn Động-Tây bắt đầu xuất hiện.
B. Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.
C. Các nước ASEAN đã thành những “con rồng” kinh tế châu Á.
D. Liên Xô đang lâm vào cuộc khủng hoảng trầm trọng.",D
"Câu 29: Trong thời kì 1919-1930, Nguyễn Ái Quốc đã","A. thành lập Nha Bình dân học vụ.	B. sáng lập Đảng Cộng sản Việt Nam.
C. Lời kêu gọi toàn quốc kháng chiến. 	D. thành lập Mặt trận Tổ quốc Việt Nam.",B
"Câu 30: Đề tập trung vào nhiệm vụ giải phóng dân tộc, Hội nghị lần thứ 8 Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương (tháng 5-1941) đề ra chủ trương","A. thành lập Mặt trận Dân chủ Đông Dương. 	B. phát động cao trào kháng Nhật cứu nước.
C. thành lập Liên minh nhân dân Việt-Miên-Lào.	D. tiếp tục tạm gác khẩu hiệu cách mạng ruộng đất.",D
"Câu 31: Năm 1960, lịch sử châu Phi ghi nhận sự kiện quan trọng nào sau đây?","A. Angiêri được trao quyền tự trị.	B. 17 nước ở châu Phi được trao trả độc lập.
C. Libi được trao quyền tự trị	D. Ai Cập được trao quyền tự trị.",B
