question,answer,correct_answer
Câu 1: Một trong những biện pháp về giáo dục nhằm xây dựng chế độ mới ở Việt Nam trong những năm 1945-1946 là,"A. đẩy mạnh hội nhập kinh tế khu vực.		B. mở rộng các hoạt động kinh tế đối ngoại.
C. cải cách và mở cửa kinh tế.			D. tổ chức nhiều lớp học xóa nạn mù chữ.",D
"Câu 2: Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã","A. mít tinh, biểu tình đòi quyền sống.		B. phát triển dân quân du kích.
C. thành lập bộ đội chủ lực.			D. xây dựng bộ đội địa phương.",A
"Câu 3: Ở Đông Dương, thực dân Pháp đề ra kế hoạch quân sự Nava (1953) trong bối cảnh nào sau đây?","A. Quân phiệt Nhật Bản tiến vào Đông Dương.	
B. Quân Pháp lâm vào thế phòng ngự bị động.
C. Nhật đảo chính Pháp trên toàn Đông Dương.	
D. Quân Trung Hoa dân quốc tiến vào Việt Nam.",B
"Câu 4: Về chính trị, những năm 1951-1953, ở Việt Nam diễn ra sự kiện nào sau đây?","A. Cuộc Tổng tiến công và nổi dậy xuân Mậu Thân.
B. Chiến dịch giải phóng Huế - Đà Nẵng.
C. Quân giải phóng miền Nam ra đời.
D. Đại hội toàn quốc thống nhất Việt Minh - Liên Việt.",D
Câu 5: Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,"A. triều đình Huế kí với Pháp bản Hiệp ước Patơnốt.
B. Việt Nam Quốc dân đảng hoàn toàn tan rã.
C. khởi nghĩa Yên Bái hoàn toàn thất bại.
D. Đông Dương Cộng sản liên đoàn thành lập. ",A
"Câu 6: Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",A. Ấn Độ.		B. Nhật Bản.			C. Trung Quốc.		D. Ănggôla.,D
"Câu 7: Trong giai đoạn 1969 – 1973, Mĩ có hành động nào sau đây ở Việt Nam?","A. Thực hiện chiến lược Việt Nam hóa chiến tranh.
B. Lôi kéo tất cả các nước châu Á tham chiến.
C. Vận động các nước Đông Âu tham chiếm.
D. Lôi kéo tất cả các nước châu Phi tham chiến.",A
Câu 8: Lực lượng vũ trang được xây dựng ở Việt Nam trong giai đoạn 1939-1945 là,"A. Việt Nam quang phục hội.			B. Mặt trận Dân chủ Đông Dương.
C. Việt Nam giải phóng quân.			D. Mặt trận Tổ quốc Việt Nam.",C
"Câu 9: Trong khoảng thời gian từ năm 1950 đến nửa đầu những năm 70 của thế kỉ XX, quốc gia có chính sách ủng hộ phong trào đấu tranh giành độc lập trên thế giới là",A. Anh.		B. Brunây.			C. Liên Xô.			D. Mĩ.,C
Câu 10: Một trong những tổ chức của các nước Tây Âu được thành lập nửa sau thế kỉ XX là,"A. Ngân hàng thế giới (WB).			B. Liên minh châu Âu (EC).
C. Đại hội dân tộc Phi (ANC).			D. Hiệp hội các quốc gia Đông Nam  Á (ASEAN).",B
Câu 11: Nội dung nào sau đây thuộc lĩnh vực văn hóa trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,"A. Lên án những hủ tục phong kiến.		B. Mở rộng diện tích trồng lúa.
C. Phổ cập giáo dục trung học.			D. Tiến hành khai thác mỏ than.",A
"Câu 12: Trong chiến lược Chiến tranh đặc biệt (1961-1965) ở miền Nam Việt Nam, Mĩ đã","A. thực hiện kế hoạch Rơve. 			B. tăng nhanh lực lượng quân đội Sài Gòn.
C. thực hiện kế hoạch quân sự Bôlae.		D. đề ra kế hoạch Đờ Lát đơ Tátxinhi.",B
"Câu 13: Theo quyết định của Hội nghị Ianta (2-1945), quân đội Liên Xô chiếm đóng khu vực nào sau đây?",A. Tây Đức.	B. Đông Béclin.		C. Tây Béclin.			D. Tây Âu.,B
"Câu 14: Trong chương trình khai thác thuộc địa lần thứ hai ở Đông Dương (1919-1929), thực dân Pháp","A. tập trung vào công nghiệp luyện kim.		B. chỉ phát triển công nghiệp hóa chất.
C. thành lập nhiều công ty cao su.			D. chỉ phát triển công nghiệp cơ khí.",C
Câu 15: Nội dung nào sau đây là nguồn gốc của cuộc cách mạng khoa học - kĩ thuật diễn ra từ những năm 40 của thế kỉ XX?,"A. Trật tự đa cực thiết lập.				B. Mĩ thiết lập trật tự đơn cực.
C. Trật tự hai cực Ianta sụp đổ.			D. Những đòi hỏi của cuộc sống.",D
Câu 16: Một trong những biểu hiện của tình hình Việt Nam giai đoạn 1954-1960 là,"A. đất nước chưa được thống nhất.		B. cả nước đi lên chủ nghĩa xã hội.
C. cả nước độc lập, thống nhất.			D. miền Nam được hoàn toàn giải phóng.",A
"Câu 17: Trong những năm 1976-1986, nhân dân Việt Nam thực hiện một trong những nhiệm vụ nào sau đây?","A. Xây dựng Quỹ Độc lập.				B. Xây dựng Hội Liên Việt.
C. Bảo vệ biên giới phía Bắc.			D. Bầu Quốc hội khóa I.",C
Câu 18: Hội nghị lần thứ 21 Ban chấp hành Trung ương Đảng lao động Việt Nam (7-1973) đề ra chủ trương nào sau đây?,"A. Tiếp tục con đường cách mạng bạo lực.  	B. Xóa bỏ cơ chế quản lí kinh tế bao cấp.
C. Xóa bỏ cơ chế quản lí kinh tế tập trung.  	D. Phát triển kinh tế nhiều thành phần.",A
"Câu 19: Trong những năm 1945-1973, quốc gia nào sau đây triển khai chiến lược toàn cầu với một trong những mục tiêu là đàn áp phong trào cộng sản quốc tế?",A. Đức.		B. Nhật Bản.			C. Mĩ.				D. Italia.,C
Câu 20: Một trong những hoạt động của Hội Việt Nam cách mạng thanh niên (1925-1929) là,"A. xây dựng căn cứ địa ở Cao Bằng.		B. mở nhiều lớp đào tạo cán bộ.
C. phát động tiến công và nổi dậy.			D. phát động tổng khởi nghĩa toàn quốc.",B
Câu 21: Sự kiện nào sau đây diễn ra trong thời kì Chiến tranh lạnh (1947-1989)?,"A. Hội đồng tương trợ kinh tế (SEV) ra đời.    	B. Chiến tranh thế giới thứ nhất két thúc.
C. Chiến tranh thế giới thứ hai bùng nổ.	        	D. Hệ thống Vécxai - Oasinhtơn thiết lập.",A
Câu 22: Một trong những sự kiện diễn ra ở khu vực Đông Nam Á năm 1945 là,"A. Liên minh châu Âu (EU) được thành lập.	B. Cộng đồng châu Âu (EC) ra đời.
C. Cộng đồng kinh tế châu Âu (EEC) ra đời.	D. nhân dân Lào nổi dậy giành chính quyền.",D
Câu 23: Nội dung nào sau đây là một trong những yếu tố dẫn đến thắng lợi của phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai?,"A. Nhận được viện trợ của tất cả các nước châu Âu.
B. Sự lãnh đạo của lực lượng xã hội tiến bộ.
C. Có sự viện trợ của tất cả các nước Mĩ Latinh.
D. Nhận được viện trợ của các nước Đông Dương.",B
Câu 24: Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong thời kì 1939-1945?,"A. Phát xít Đức đầu hàng phe Đồng minh.	
B. Liên Xô phóng thành công vệ tinh nhân tạo.
C. Nước Cộng hòa Nhân dân Trung Hoa ra đời. 
D. Nước Cộng hòa Ấn Độ thành lập.",A
Câu 25: Nội dung nào sau đây là một trong những yếu tố dẫn đến sự phát triển kinh tế của Nhật Bản giai đoạn 1952-1973?,"A. Tận dụng được nguyên liệu từ các thuộc địa.
B. Tài nguyên khoáng sản phong phú, trữ lượng lớn.
C. Không bị Chiến tranh thế giới thứ hai tàn phá.
D. Nhà nước lãnh đạo và quản lí có hiệu quả.",D
"Câu 26: Trong thời kì 1919-1930, kinh tế Việt Nam","A. phát triển vượt trội so với kinh tế Pháp.   	B. phát triển cân đối giữa các vùng, miền.
C. có tốc độ phát triển nhanh nhất thế giới.  	D. bị lệ thuộc vào kinh tế của nước Pháp.",D
Câu 27: Nội dung nào sau đây phản ánh không đúng về phong trào cách mạng 1930-1931 ở Việt Nam? ,"A. Chứng minh công nhân và nông dân đã đoàn kết trong đấu tranh.
B. Mở ra kỉ nguyên nhân dân lao động làm chủ vận mệnh dân tộc.
C. Khẳng định trong thực tiễn quyền lãnh đạo của giai cấp công nhân.
D. Khẳng định đường lối cách mạng của Đảng Cộng sản là đúng đắn.",B
Câu 28: Thắng lợi của phong trào Đồng khởi (1959-1960) ở miền Nam Việt Nam đã,"A. đánh dấu cuộc kháng chiến chống Pháp thắng lợi hoàn toàn.
B. chuyển cách mạng từ thế giữ gìn lực lượng sang thế tiến công.
C. buộc Pháp phải chuyển sang đánh lâu dài ở Đông Dương.
D. làm thất bại cuộc tiến công của quân Pháp lên Việt Bắc.",A
Câu 29: Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong thời kì 1919-1930?,"A. Nước Nga Xô viết được thành lập.		B. Liên hợp quốc thành lập.
C. Hiệp ước an ninh Mĩ - Nhật được kí kết.	D. Xu thế toàn cầu hóa xuất hiện.",A
Câu 30: Nội dung nào sau đây không phản ánh đúng về chiến thắng Điện Biên Phủ 1954 của Việt Nam?,"A. Giáng đòn quyết định vào ý chí xâm lược của thực dân Pháp.
B. Làm phá sản hoàn toàn kế hoạch Nava của Pháp.
C. Làm xoay chuyển cục diện chiến tranh ở Đông Dương.
D. Đánh thắng cuộc tập kích chiến lược bằng B52 của Mĩ.",D
Câu 31: Nhận xét nào sau đây là đúng về bản Hiệp định Sơ bộ Việt - Pháp (6-3-1946)?,"A. Là sách lược của Việt Nam để tiếp tục kéo dài thời gian hòa hoãn với Pháp.
B. Công nhận Việt Nam là một quốc gia tự do, có quyền dân tộc tự quyết.
C. Chuyển quan hệ giữa Việt Nam và Pháp từ đối đầu quân sự sang đối thoại.
D. Chuyển Pháp từ vị trí đối tác trở thành đối tượng của cách mạng Việt Nam.",C
"Câu 32: Trong phong trào yêu nước những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?","A. Vận động quần chúng tham gia vào mặt trận dân tộc dân chủ.
B. Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.
C. Đi tiên phong trong quá trình tiếp thu những tư tưởng mới.
D. Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.",C
Câu 33: Nội dung nào sau đây là một trong những điểm sáng tạo của Nguyễn Ái Quốc trong quá trình vận động thành lập Đảng Cộng sản Việt Nam?,"A. Tập hợp quần chúng thành lập mặt trận chung toàn Đông Dương.
B. Thành lập một tổ chức quá độ để chuẩn bị thành lập Đảng Cộng sản.
C. Thành lập mặt trận dân tộc thống nhất ngay khi thành lập Đảng.
D. Xây dựng lí luận cách mạng nhấn mạnh cuộc đấu tranh giai cấp.",B
Câu 34: Thực tiễn quá trình xây dựng các mặt trận dân tộc thống nhất trong tiến trình cách mạng Việt Nam (1930-1975) cho thấy,"A. mặt trận được xây dựng thành công là nhờ xóa bỏ các mâu thuẫn giai cấp.
B. mặt trận là một khối đoàn kết không có mâu thuẫn và đấu tranh nội bộ.
C. các thành viên tự nguyên tham gia mặt trận, do nhà nước trực tiếp quản lí.
D. việc tập hợp lực lượng trong mặt trận phù hợp với sách lược cách mạng.",D
Câu 35: Tính chất dân chủ của các Xô viết ở Nghệ An và Hà Tĩnh (1930-1931) biểu hiện qua một trong những hoạt động nào sau đây?,"A. Thành lập chính quyền cách mạng của nhân dân, do nhân dân bầu ra.
B. Xóa bỏ các giai cấp bóc lột, đưa nhân dân lên nắm chính quyền.
C. Xóa bỏ quyền chiếm hữu ruộng đất của giai cấp địa chủ phong kiến.
D. Thực hiện chính sách bảo đảm quyền lợi về xã hội cho nhân dân.",D
Câu 36: Nội dung nào sau đây phản ánh đúng chính sách nhất quán của thực dân Pháp trong các cuộc khai thác thuộc địa ở Đông Dương?,"A. Không đầu tư vốn vào các ngành kinh tế có tính chất hiện đại.
B. Hạn chế tối đa nguồn vốn đầu tư của tư bản tư nhân Pháp.
C. Không cho phép kinh tế thuộc đại cạnh tranh với chính quốc.
D. Xóa bỏ phương thức sản xuất cũ để xác lập quan hệ sản xuất mới.",C
"Câu 37: Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?","A. Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.
B. Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.
C. Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.
D. Mang tính chất cách mạng dân tộc dân chủ nhân dân.",D
Câu 38: Phong trào cách mạng 1930-1931 đã để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,"A. Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.
B. Xây dựng liên minh công nông lầ vấn đề chiến lược của cách mạng.
C. Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.
D. Chỉ phát lệnh khởi nghĩa khi có sự giúp đỡ từ bên ngoài.",B
"Câu 39: Trong khoảng thời gian từ đầu 9-1945 đến cuối 12-1946, nước Việt Nam Dân chủ Cộng hòa gặp trở ngại nào sau đây?","A. Mĩ biến Việt Nam thành tâm điểm của cục diện hai cực, hai phe.
B. Chỉ có một số nước Đồng minh công khai ủng hộ Việt Nam độc lập.
C. Mĩ viện trợ cho Pháp trong cuộc chiến tranh xâm lược Đông Dương.
D. Quân Đồng minh ở Việt Nam có mục tiêu chống phá cách mạng.",D
Câu 40: Cuộc vận động dân chủ 1936-1939 ở Việt Nam là một phong trào cách mạng vì một trong những lí do nào sau đây?,"A. Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.
B. Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.
C. Nằm trong tiến trình giải phóng dân tộc do Đảng Cộng sản lãnh đạo.
D. Có sự kết hợp chặt chẽ giữa đấu tranh chính trị với đấu tranh vũ trang.",C
