question,answer,correct_answer
Câu 1: Một trong những hệ quả tích cực của toàn cầu hóa là,"A. giải quyết triệt để những bất công xã hội. B. thúc đẩy sự phát triển của lực lượng sản xuất.
C. giải quyết căn bản sự phân hóa giàu nghèo. D. giúp các nước giữ nguyên cơ cấu kinh tế.",B
Câu 2: Giai cấp công nhân Việt Nam có mối quan hệ gắn bó mật thiết nhất với lực lượng xã hội nào?,A. Thợ thủ công. B. Nông dân. C. Tiểu thương. D. Tiểu tư sản.,B
"Câu 3: Năm 1953, thực dân Pháp gặp khó khăn nào trong cuộc chiến tranh xâm lược ở Việt Nam?","A. Bước đầu để mất quyền chủ động. B. Mỹ cắt giảm nguồn viện trợ.
C. Vùng chiếm đóng bị thu hẹp. D. Bị Mỹ ép kết thúc chiến tranh.",C
Câu 4: Nhiệm vụ cơ bản của cách mạng miền Nam được Hội nghị lần thứ 21 Ban Chấp hành Trung ương Đảng Lao động Việt Nam (tháng 7 - 1973) xác định là gì?,"A. Giải phóng miền Nam trong năm 1975.
B. Chỉ đấu tranh chính trị để thống nhất đất nước.
C. Tiếp tục cuộc cách mạng dân tộc dân chủ nhân dân.
D. Tiến hành cuộc cách mạng ruộng đất.",C
"Câu 5: “Đánh đuổi giặc Pháp, khôi phục nước Việt Nam, thành lập nước Cộng hòa Dân quốc Việt Nam” là","A. mục đích của phong trào Đông du. B. mục đích của phong trào Duy tân.
C. chủ trương của Hội Duy tân. D. chủ trương của Việt Nam Quang phục hội.",D
"Câu 6: Năm 1949, Liên Xô đạt được thành tựu khoa học - kỹ thuật nào dưới đây?","A. Phóng tàu vũ trụ Phương Đông. B. Phóng thành công vệ tinh nhân tạo.
C. Chế tạo thành công bom nguyên tử. D. Đưa con người lên thám hiểm Mặt Trăng.",C
"Câu 7: Từ năm 1952 đến năm 1960, tình hình kinh tế Nhật Bản như thế nào?","A. Phát triển xen lẫn suy thoái. B. Có bước phát triển nhanh.
C. Bước đầu suy thoái. D. Cơ bản được phục hồi.",B
Câu 8: Cuộc khởi nghĩa nào dưới đây thuộc phong trào Cần vương ở Việt Nam cuối thế kỷ XIX?,A. Hương Khê. B. Yên Thế. C. Yên Bái. D. Thái Nguyên.,A
"Câu 9: Tháng 3 - 1921, Đảng Bônsêvích quyết định thực hiện Chính sách kinh tế mới (NEP) ở nước Nga trong bối cảnh","A. đã hoàn thành nhiệm vụ công nghiệp hóa. B. quan hệ sản xuất phong kiến vẫn thống trị.
C. đã hoàn thành tập thể hóa nông nghiệp. D. nền kinh tế quốc dân bị tàn phá nghiêm trọng.",D
"Câu 10: Ngày 8 - 9 - 1945, Chủ tịch Hồ Chí Minh ký Sắc lệnh thành lập Nha Bình dân học vụ để thực hiện nhiệm vụ gì?","A. Khai giảng các bậc học. B. Cải cách giáo dục.
C. Bổ túc văn hóa. D. Chống giặc dốt.",D
Câu 11: Nhiệm vụ cấp thiết của cách mạng Việt Nam sau Đại thắng mùa Xuân 1975 là gì?,"A. Thực hiện ngay công cuộc đổi mới đất nước.
B. Hoàn thành thống nhất đất nước về mặt nhà nước.
C. Hoàn thành thống nhất đất nước về mặt lãnh thổ.
D. Hoàn thành cải cách ruộng đất và triệt để giảm tô.",B
Câu 12: Căn cứ địa cách mạng đầu tiên của Việt Nam trong giai đoạn 1939 - 1945 là,"A. Bắc Kạn. B. Bắc Sơn - Võ Nhai.
C. Tân Trào - Tuyên Quang. D. Thái Nguyên.",B
Câu 13: Thời cơ “ngàn năm có một” để nhân dân Việt Nam tổng khởi nghĩa giành chính quyền năm 1945 kết thúc khi,"A. quân Đồng minh vào Đông Dương giải giáp quân đội Nhật.
B. thực dân Pháp bắt đầu nổ súng xâm lược trở lại Việt Nam.
C. Nhật cùng thực dân Anh chống phá chính quyền cách mạng.
D. Nhật giao Đông Dương cho quân Trung Hoa Dân quốc.",A
Câu 14: Chính phủ nước Việt Nam Dân chủ Cộng hòa ký với Chính phủ Pháp bản Hiệp định Sơ bộ (6 - 3 - 1946) nhằm,"A. buộc Pháp phải thừa nhận Việt Nam là một quốc gia độc lập.
B. tạo điều kiện để quân Đồng minh vào giải giáp quân đội Nhật.
C. tránh việc cùng lúc phải chống lại nhiều thế lực ngoại xâm.
D. buộc Pháp phải thừa nhận Việt Nam là một quốc gia dân chủ.",C
Câu 15: Một trong những nguyên nhân thất bại của phong trào yêu nước theo khuynh hướng dân chủ tư sản ở Việt Nam những năm đầu thế kỷ XX là,"A. phong trào còn mang nặng tính tự phát. B. chưa sử dụng nhiều phương pháp đấu tranh.
C. thiếu sự lãnh đạo của một giai cấp tiên tiến. D. không gắn cứu nước với canh tân đất nước.",C
Câu 16: Biểu hiện nào dưới đây không phản ánh đúng xu thế phát triển của thế giới từ khi Chiến tranh lạnh chấm dứt đến năm 2000?,"A. Hòa bình, hợp tác và phát triển là xu thế chủ đạo của thế giới.
B. Các quốc gia đều tập trung lấy phát triển kinh tế làm trọng điểm.
C. Trật tự thế giới đơn cực được xác lập trong quan hệ quốc tế.
D. Các nước lớn điều chỉnh quan hệ theo hướng đối thoại, thỏa hiệp.",C
Câu 17: Nguyên nhân sâu xa dẫn đến cuộc Chiến tranh thế giới thứ hai (1939 - 1945) là gì?,"A. Quy luật phát triển không đồng đều của chủ nghĩa tư bản.
B. Các thế lực phát xít lên cầm quyền ở một số nước Âu - Mỹ.
C. Mâu thuẫn gay gắt giữa phe Đồng minh với phe phát xít.
D. Chính sách theo “chủ nghĩa biệt lập” của Mỹ và Anh.",A
Câu 18: Nội dung nào không phản ánh đúng âm mưu của Mỹ ở Đông Dương trong những năm 1951 - 1954?,"A. Ngăn chặn ảnh hưởng của chủ nghĩa xã hội. B. Đưa quân đội tham chiến trực tiếp.
C. Từng bước thay chân quân Pháp. D. Quốc tế hóa cuộc chiến tranh Đông Dương.",B
Câu 19: Xu hướng bạo động và xu hướng cải cách trong phong trào yêu nước và cách mạng ở Việt Nam những năm đầu thế kỷ XX đều,"A. không bị động trông chờ vào sự giúp đỡ từ bên ngoài.
B. xuất phát từ truyền thống yêu nước của dân tộc.
C. có sự kết hợp nhiệm vụ chống đế quốc và phong kiến.
D. do giai cấp tư sản khởi xướng và lãnh đạo.",B
"Câu 20: Trong chiến dịch Hồ Chí Minh (1975), địa bàn tác chiến của các lực lượng vũ trang nhân dân Việt Nam là",A. rừng núi. B. đô thị. C. nông thôn. D. trung du.,B
